Keys/Chinese (Traditional),Default
ShortBladedSwordDescription/短刀劍。當事情近距離接觸和個人化時，請裝備這個。,PlayerEquipment
KnifeDescription/這比用你的拳頭做臭名昭著的行為更好。,PlayerEquipment
2HAxeDescription/它的絕對力量使得這種武器在與玩家建造的防禦系統相媲美時非常理想。,PlayerEquipment
DeconstructingHammerDescription/擊倒敵人防禦或解構自己的防禦。它在收集材料以構建防禦方面相對有效。,PlayerEquipment
1HAxeDescription/單手揮動，這種近戰武器對於玩家建造的建築和步兵都是有效的。,PlayerEquipment
BearingFlagDescription/集結軍隊。飛你的陣營的標準，以支持排名和檔案。,PlayerEquipment
ConstructingHammerDescription/建造玩家建造的防禦系統，修理火砲或輕輕敲擊一個不知情的人的頭部。按“{0}”裝備錘子並開始構建防禦。,PlayerEquipment
CannonRamRodDescription/準備好槍支。拉姆野戰炮，長槍和砲兵或勇敢地試圖用它來抵擋敵人。,PlayerEquipment
SpadeDescription/挖掘工具。利用它來提升土方工程，增強團隊的防禦能力。,PlayerEquipment
BoardingPikeDescription/在你的船甲板上抵擋敵人的船員。充分利用其產品系列。,PlayerEquipment
CannonRamRod/撞桿,PlayerEquipment
Keys/Chinese (Traditional),PlayerTraits
Navigator/航海家,PlayerTraits
NavigatorDescription/公海的導航員。您可以通過{0}％提高您所指揮的海軍艦艇的機動性。,PlayerTraits
AbleSwimmer/能夠游泳的人,PlayerTraits
AbleSwimmerDescription/裝備簡單。您的游泳速度提高{0}％。,PlayerTraits
Distinguishable/可分辨,PlayerTraits
DistinguishableDescription/從排名和檔案中脫穎而出。您在迷你地圖上的顯示方式不同。,PlayerTraits
Resilient/彈性,PlayerTraits
ResilientDescription/責任心強。其他玩家造成的近戰傷害降低{0}％。,PlayerTraits
Armoured/裝甲,PlayerTraits
ArmouredDescription/配備胸甲，保護您免受步槍和手槍射擊。你被保證能夠通過槍支在一次射擊中倖存下來。,PlayerTraits
LightFooted/輕腳,PlayerTraits
LightFootedDescription/快速靈活。你的跑步速度提高了{0}％，但你使用近戰武器可以減少傷害。,PlayerTraits
SkilfulRider/熟練的騎手,PlayerTraits
SkilfulRiderDescription/精通騎馬藝術。騎馬時的速度提高{0}％。,PlayerTraits
ChosenMan/選擇的男人,PlayerTraits
ChosenManDescription/享有盛譽的第95名。你是一個被選中的男人！它讓你感到特別。,PlayerTraits
Marksman/射手,PlayerTraits
MarksmanDescription/裂紋出手。使用槍械時的準確度提高了{0}％，但重新加載速度降低了{1}％。,PlayerTraits
Skirmisher/前衛,PlayerTraits
SkirmisherDescription/掌握有關小規模戰術的知識。在蹲伏時使用槍械時的準確度提高了{0}％，但在受到近戰武器攻擊時會受到更多傷害。,PlayerTraits
EliteInfantry/精英步兵,PlayerTraits
EliteInfantryDescription/訓練有素，經驗豐富。你處理近戰武器的傷害提高{0}％。你使用比其他更大的近戰範圍的步槍。,PlayerTraits
MountedFirearmSpecialisation/安裝槍支專業化,PlayerTraits
MountedFirearmSpecialisationDescription/在騎馬時使用槍械經驗豐富。從馬背上射擊手槍和卡賓槍時的傷害提高{0}％。,PlayerTraits
MountedSwordSpecialisation/裝劍專業化,PlayerTraits
MountedSwordSpecialisationDescription/在馬背上練習各種劍術技巧。在騎馬時揮舞劍的傷害提高{0}％。,PlayerTraits
MusketSpecialisation/步槍專精,PlayerTraits
MusketSpecialisationDescription/使用火槍來表現出色。射擊步槍時的傷害提高{0}％。使用刺刀擊打時，你的傷害也會增加{1}％。,PlayerTraits
BayonetSpecialisation/刺刀專業化,PlayerTraits
BayonetSpecialisationDescription/Excel使用刺刀。用刺刀擊打時的傷害提高{0}％。,PlayerTraits
BlunderbussSpecialisation/Blunderbuss專業化,PlayerTraits
BlunderbussSpecialisationDescription/使用blunderbusses表現出色。射擊大錯時你的傷害提高{0}％，準確度提高{1}％。,PlayerTraits
PistolSpecialisation/手槍專業化,PlayerTraits
PistolSpecialisationDescription/Excel使用手槍。射擊手槍時的傷害提高{0}％，準確度提高{1}％。,PlayerTraits
PikeSpecialisation/派克專業化,PlayerTraits
PikeSpecialisationDescription/使用登機長矛。揮動長矛時你的傷害提高{0}％。,PlayerTraits
SwordSpecialisation/劍專業化,PlayerTraits
SwordSpecialisationDescription/Excel使用劍。使用劍時你的傷害提高{0}％。,PlayerTraits
AxeSpecialisation/斧頭專業化,PlayerTraits
AxeSpecialisationDescription/Excel使用軸。揮動斧頭時的傷害提高{0}％。當摧毀玩家建造的防禦，門和其他軍事工程時，你的傷害也會顯著增加。,PlayerTraits
ExplosivesSpecialist/炸藥專家,PlayerTraits
ExplosivesSpecialistDescription/訓練有使用揮發性爆炸物。攜帶爆炸物時移動的速度提高{0}％。,PlayerTraits
CannonSpecialisation/加農炮專業化,PlayerTraits
CannonSpecialisationDescription/使用和射擊大砲和迫擊砲。您的撞擊和推動速度提高{0}％。,PlayerTraits
RocketSpecialisation/火箭專業化,PlayerTraits
RocketSpecialisationDescription/與火箭的使用和射擊一起使用。您的加載速度提高{0}％。,PlayerTraits
RankDiscipline/等級紀律,PlayerTraits
RankDisciplineDescription/在編隊期間，在射擊藝術中訓練和訓練。蹲伏和用槍支射擊時的準確度提高{0}％。,PlayerTraits
Traits/性狀,PlayerTraits
Keys/Chinese (Traditional),Scoreboard
D/死亡,Scoreboard
K/殺敵,Scoreboard
Player/玩家,Scoreboard
Players/玩家,Scoreboard
S/得分,Scoreboard
Score Board/得分板,Scoreboard
Keys/Chinese (Traditional),VoicesAndShouts
SelectAShoutToPlay/選擇要播放的喊叫,VoicesAndShouts
SelectASongToPlay/選擇要播放的歌曲,VoicesAndShouts
SailingAndNavigation/帆船和航海,VoicesAndShouts
GunsAndRocketDrills/槍和火箭訓練,VoicesAndShouts
MusketDrills/步槍練習,VoicesAndShouts
Interactions/互動,VoicesAndShouts
Keys/Chinese (Traditional),Interactable Objects
Aim Cannon/瞄準,Interactable Objects
Aim Rocket/瞄準,Interactable Objects
Assist Build Object/建立工事 - 協助,Interactable Objects
Assist Repair Object/修復工事 - 協助,Interactable Objects
Build Object/建立工事,Interactable Objects
Cancel Launch Rowboat/取消下水划艇,Interactable Objects
Cancel Load Ammo/取消裝載彈藥,Interactable Objects
Cancel Load Rocket Ammo/取消裝載火箭,Interactable Objects
Cancel Packing Rocket Rack/取消收起火箭發射器,Interactable Objects
Cancel Ram Ammo/取消沖壓彈藥,Interactable Objects
Cancel Unpacking Rocket Rack/取消安裝火箭發射器,Interactable Objects
CancelDefuseExplosiveBarrel/取消拆除爆炸桶,Interactable Objects
Carry Ladder/攜帶梯子,Interactable Objects
Carry Rocket Rack/攜帶火箭發射器,Interactable Objects
CarrySwivelGunBarrel/攜帶回轉炮,Interactable Objects
CancelCarrySwivelGunBarrel/取消攜帶回轉炮,Interactable Objects
Climb/爬,Interactable Objects
Close/關閉,Interactable Objects
Damage Object/擊中工事,Interactable Objects
Deconstruct Object/擊毀工事,Interactable Objects
DefuseExplosiveBarrel/破壞爆炸桶,Interactable Objects
Drop Ladder/丟掉梯子,Interactable Objects
Fire Cannon/开炮,Interactable Objects
Fire Rocket/發射火箭,Interactable Objects
FireamRefillCancel/取消補充彈藥,Interactable Objects
FirearmRefill/撿起{0} {1}子彈[{2}],Interactable Objects
FirearmRefillGeneric/撿起{0}火器彈藥筒[{1}],Interactable Objects
FullFirearmWeapons/你不能攜帶更多槍支,Interactable Objects
FullMeleeWeapons/你不能攜帶更多的近戰武器,Interactable Objects
GunNotFoundForThatAmmo/你沒有{0},Interactable Objects
GunNotSuitable/裝備你的槍支,Interactable Objects
Hold/按住,Interactable Objects
Launch Rowboat/划船,Interactable Objects
LeftClick/鼠標左鍵點擊,Interactable Objects
Load Ladder/升起梯子,Interactable Objects
NoAmmoRemaining/彈藥已無剩餘,Interactable Objects
NoAmmoRemainingForYou/你拿了你的那份,Interactable Objects
NoAmmoRequired/{0}彈藥已滿,Interactable Objects
NoMoreWeaponRemaining/沒有{0}了,Interactable Objects
Open/打開,Interactable Objects
Pack Rocket Rack/收起火箭發射器,Interactable Objects
PickupWeapon/撿起{0} [{1}],Interactable Objects
PickupWeaponCancel/取消撿起{0},Interactable Objects
Place Object/安置工事,Interactable Objects
Play/演奏,Interactable Objects
PlayInworldSoundBell/響鈴,Interactable Objects
PlayInworldSoundChurchBell/響鈴,Interactable Objects
PlayInworldSoundShipBell/響鈴,Interactable Objects
Press/按,Interactable Objects
Pump/泵,Interactable Objects
Push Cannon/推大炮,Interactable Objects
Release/發布,Interactable Objects
Repair Object/修復工事,Interactable Objects
Sail Ship/駕駛船隻,Interactable Objects
Set Assist Ladder Moveable/移動梯子 - 協助,Interactable Objects
Set Assist Movable/移動大砲 - 協助,Interactable Objects
Set Assist Rocket Moveable/攜帶火箭發射器 - 協助,Interactable Objects
Set Load Ammo/裝填彈藥,Interactable Objects
Set Load Rocket Ammo/裝載火箭,Interactable Objects
Set Movable/移動大砲,Interactable Objects
Set Ram Ammo/沖壓彈藥,Interactable Objects
Sit/坐,Interactable Objects
Stop Assist Ladder Moveable/停止移動梯子 - 協助,Interactable Objects
Stop Assist Moving/停止移動大砲 - 協助,Interactable Objects
Stop Assist Rocket Moveable/停止攜帶火箭發射器 - 協助,Interactable Objects
Stop Carrying Rocket Rack/停止攜帶火箭發射器,Interactable Objects
Stop Moving/停止移動大砲,Interactable Objects
Turn Off/熄滅,Interactable Objects
Turn On/點亮,Interactable Objects
Unload Ladder/下階梯,Interactable Objects
Unpack Rocket Rack/安裝火箭發射器,Interactable Objects
Use ammo box/使用彈藥箱,Interactable Objects
Use rocket stack/使用火箭堆,Interactable Objects
UseExplosiveBarrel/使用爆炸桶,Interactable Objects
UseLanternBox/使用提燈,Interactable Objects
UseSpyglassBox/使用望遠鏡盒,Interactable Objects
Wait/等待,Interactable Objects
WeaponNotFound/你不能使用{0},Interactable Objects
YouAlreadyHaveThatWeapon/你已經有了{0},Interactable Objects
Keys/Chinese (Traditional),PlayerRoles
TheArmy/軍隊,PlayerRoles
TheNavy/海軍,PlayerRoles
TheCoastGuard/海岸警衛隊,PlayerRoles
Command/命令,PlayerRoles
RankFile/排名和檔案,PlayerRoles
Skirmisher/前衛,PlayerRoles
Artillery/砲兵,PlayerRoles
Cavalry/騎兵,PlayerRoles
Crewman/船員,PlayerRoles
Support/後援,PlayerRoles
Keys/Chinese (Traditional),PlayerClassDescriptions
ArmyLineInfantry/堅定。訓練有素，使用火槍。,PlayerClassDescriptions
NavalMarine/海軍陸戰隊員。排斥寄宿生和沿海入侵。,PlayerClassDescriptions
NavalCaptain/船上的權力。指揮船員。,PlayerClassDescriptions
NavalSailor/船員。 Cutlass是他們的首選武器。,PlayerClassDescriptions
NavalSailor2/資深船員。在遠處發射敵艦。,PlayerClassDescriptions
ArmyInfantryOfficer/帶領他的人走向勝利。命令等級和文件。,PlayerClassDescriptions
CoastGuard/衛兵防禦工事。火槍和大砲是他的強項。,PlayerClassDescriptions
Carpenter/斧頭持有者。擅長摧毀敵人的陣地。,PlayerClassDescriptions
Surgeon/研究醫學。通過治療盟軍來支援盟軍。,PlayerClassDescriptions
Rifleman/神槍手。從遠處挑選步兵。,PlayerClassDescriptions
LightInfantry/快速的腳踏車。以更快的速度前進。,PlayerClassDescriptions
FlagBearer/標準持票人。支持獎金等級和檔案。,PlayerClassDescriptions
Customs/在巡邏的Skirmisher。以更快的速度前進。,PlayerClassDescriptions
Drummer/播放精美的旋律。支持獎金等級和檔案。,PlayerClassDescriptions
Fifer/播放精美的旋律。支持獎金等級和檔案。,PlayerClassDescriptions
Guard/精英步兵。守衛高命令並在近戰中表現出色。,PlayerClassDescriptions
Violinist/播放精美的旋律。支持獎金等級和檔案。,PlayerClassDescriptions
Grenadier/最大的士兵。增加近戰生存能力。,PlayerClassDescriptions
Bagpiper/播放精美的旋律。支持獎金等級和檔案。,PlayerClassDescriptions
ArmyLineInfantry2/堅定。訓練有素，使用火槍。,PlayerClassDescriptions
Cannoneer/砲兵。擅長摧毀強化的陣地。,PlayerClassDescriptions
Rocketeer/火箭人。擅長摧毀強化的陣地。,PlayerClassDescriptions
Sapper/構建防禦性作品。支持盟軍。,PlayerClassDescriptions
Hussar/精心裝扮。用馬在劍上的精彩演出。,PlayerClassDescriptions
Dragoon/騎兵步兵。在馬背上的Carabineers。,PlayerClassDescriptions
Keys/Chinese (Traditional),Ammo Values
Carcass Rocket/胴體火箭,Ammo Values
Carry Ammo Requirements/需要炮兵或火箭兵,Ammo Values
Carry Ammobox/攜帶彈藥,Ammo Values
Carry Rocket Ammobox/攜帶一捆,Ammo Values
Carry Rocket Stack Requirements/需要炮兵或者火箭兵,Ammo Values
Carry the ammo box around/隨身攜帶彈藥箱,Ammo Values
Carry the rocket ammo box around/隨身攜帶火箭彈藥箱,Ammo Values
CarryExplosiveBarrel/攜帶爆炸物,Ammo Values
CarryExplosiveBarrel Description/隨身攜帶爆炸桶,Ammo Values
CarryExplosiveBarrel Requirements/需要工兵或木匠,Ammo Values
Case Rocket/彈殼火箭,Ammo Values
Chain Shot/鏈彈,Ammo Values
Grape Shot L/霰弹（大号）,Ammo Values
Grape Shot S/霰弹（小号）,Ammo Values
IgniteExplosiveBarrel/點燃,Ammo Values
IgniteExplosiveBarrel Description/點燃引信,Ammo Values
Lantern/燈籠,Ammo Values
Lantern Description/毀滅性的大規模殺傷性武器,Ammo Values
Long range solid iron shot/遠射程實心鐵彈,Ammo Values
Mass of small solid iron shots/大量的小實心鐵彈,Ammo Values
Round Shot/實心彈,Ammo Values
Shell Rocket/貝殼火箭,Ammo Values
Shell Rocket Description/充滿黑色火藥的球形頭,Ammo Values
Spyglass/望遠鏡,Ammo Values
Spyglass Description/發現遠處的人,Ammo Values
Tears sails and cuts rigging/撕毀船帆和切斷鎖具,Ammo Values
Keys/Chinese (Traditional),Game Mode Information Panel
Attacker Objectives/進攻方目標,Game Mode Information Panel
Defender Objectives/防禦方目標,Game Mode Information Panel
Game Info/遊戲信息,Game Mode Information Panel
Game Mode/遊戲模式,Game Mode Information Panel
Game Type/遊戲類型,Game Mode Information Panel
Game Type  Hardcore/遊戲類型-硬核,Game Mode Information Panel
Objectives/目標,Game Mode Information Panel
Round Details/回合細節,Game Mode Information Panel
Game Objectives/遊戲目標,Game Mode Information Panel
Keys/Chinese (Traditional),Hardcore Game Type Information 
Enemies dont show on the minimap when they fire their weapons Pay attention to your surroundings/敵人們開火時不會顯示在小地圖上。注意你的周圍！,Hardcore Game Type Information 
Friendlies are only shown on the minimap at a close distance Officers must pay close attention to the ongoings on the battlefield/只有近距離的隊友才會顯示在小地圖上。軍官必須密切關注戰場上的形勢。,Hardcore Game Type Information 
Your accuracy with firearms over long distances is reduced The distance at which you engage your enemy is vital to increase your success at hitting your target/你的火槍遠距離射擊時精準度會下降。你與敵人的交戰距離對於增加你擊中敵人的成功率至關重要。,Hardcore Game Type Information 
Your ammunition is limited Every shot counts/你的彈藥有限！每一發都算進去！,Hardcore Game Type Information 
Keys/Chinese (Traditional),Game Mode Information Details
Brawl/全力以赴的戰鬥！達到一定的殺敵數便可獲得勝利。,Game Mode Information Details
AttackersCapturePrimaryObjects/攻擊者！在計時器用完之前捕獲所有主要目標。協調攻擊並使用火砲突破防禦。 “孤獨的希望”造成的生命損失是必要的犧牲。,Game Mode Information Details
InvadersCaptureEnemyFortification/入侵者！捕獲對立陣營的防禦工事。在海軍陸戰隊員和船員登陸岸之前，充分利用火箭和大砲突破防禦陣地。,Game Mode Information Details
ControlAndConquer/控制和征服！保衛和捕捉地圖周圍的目標以取得勝利。,Game Mode Information Details
DefendersPreventAssaultingForces/防守者們！阻止所有突擊軍隊佔領你的主要據點。你必須在有限的增援次數內存活直到倒計時完畢。充分利用好掩體。,Game Mode Information Details
DefendersPreventInvadingForces/捍衛者！防止入侵部隊捕獲你的沿海防禦工事。你的增援是有限的。操縱堡壘的槍支，防止入侵者入侵。,Game Mode Information Details
EveryoneIsYourEnemy/所有人都是你的敵人。這包括了相同陣營的玩家。,Game Mode Information Details
GatherTickets/收集門票！控制比敵人收集門票更多的目標。這是贏得比賽的關鍵。,Game Mode Information Details
LastStand/堅持！這是你在無增援時最後一次扭轉乾坤的機會。,Game Mode Information Details
LimitedReinforcements/有限的增援！務必制定策略並進行協調。如果它們耗盡，你將無法再生成。,Game Mode Information Details
PlayTogetherCoordinateAssaults/一起玩！協調攻擊和製定戰略。除非你的團隊數量更多，否則目標不能被捕獲。,Game Mode Information Details
SailWithTheWind/迎風揚帆！小地圖上的箭頭方向為風向。轉向有利於你的流向。,Game Mode Information Details
RaiseSailsAndLowerThem/啟航！按[{0}]升高風帆，按[{1}]降低風速。,Game Mode Information Details
SingleLife/單身生活！如果你遇到了你的結局，你將不得不等待一輪完成才能重生。一定要好好利用它。,Game Mode Information Details
SinkEnemyShips/擊沉敵方船隻！充分利用好鏈彈和實心彈以擊沉敵方的船隻。與你船上的隊友協力達成目標。,Game Mode Information Details
SpawningInWaves/出生會以一波進行。利用其當做集合和組織的機會。,Game Mode Information Details
Spyglass/使用望遠鏡來辨別隊友。所有海軍船隻都會懸掛著其所屬陣營的旗幟。,Game Mode Information Details
MeleeCombat/在近戰競技場中最好的對手！制定戰略並罷工。阻擋是贏得比賽的關鍵。,Game Mode Information Details
Rowboats/一旦沉沒，船舶不會重生！如果您的船隻通往海底，請使用划艇登船和船員聯盟船隻。,Game Mode Information Details
Keys/Chinese (Traditional),Factions
French Empire/法蘭西帝國,Factions
Kingdom of Prussia/普魯士王國,Factions
United Kingdom/聯合王國,Factions
Austria/奧地利帝國,Factions
Russia/俄羅斯帝國,Factions
Spain/西班牙,Factions
OttomanEmpire/奧斯曼帝國,Factions
ConfederationOfTheRhine/萊茵河聯邦,Factions
Keys/Chinese (Traditional),Factions Alternative
British/英國人,Factions Alternative
French/法國的,Factions Alternative
Prussians/普魯士人,Factions Alternative
Austrians/奧地利人,Factions Alternative
Russians/俄羅斯人,Factions Alternative
Spanish/西班牙人,Factions Alternative
Ottomans/奧斯曼人,Factions Alternative
RhineConfederation/萊茵聯邦,Factions Alternative
Keys/Chinese (Traditional),Map Names
AncientPlains/古老的平原,Map Names
ArcticSea/北冰洋,Map Names
ArendanRiver/阿倫丹河,Map Names
BalamorBay/巴拉莫灣,Map Names
BlackForest/黑森林,Map Names
CampSalamanca/薩拉曼卡營地,Map Names
Canyon/峽谷,Map Names
Caribbean/加勒比海,Map Names
CastleArena/城堡競技場,Map Names
Causeways/堤道,Map Names
ColonialTown/殖民鎮,Map Names
CrossHills/交錯山嶺,Map Names
DesertPlains/沙漠平原,Map Names
DesertPlainsSmall/沙漠平原,Map Names
DesertRuins/沙漠廢墟,Map Names
DutchCanals/荷蘭運河,Map Names
Egypt/塔希爾沙漠,Map Names
ErnestRidge/歐內斯特嶺,Map Names
FortArena/堡壘競技場,Map Names
FortChristiana/克里斯蒂娜要塞,Map Names
FortNational/帝國要塞,Map Names
FortPierre/皮埃爾堡,Map Names
FortSalettes/堡壘,Map Names
FortSchwarz/施瓦茨堡,Map Names
FortWinston/堡壘溫斯頓,Map Names
GarrisonArena/駐軍競技場,Map Names
GrassyPlains/草地平原1（l）,Map Names
GrassyPlainsII/草地平原2（l）,Map Names
GrassyPlainsIII/草地平原3（l）,Map Names
HaroutiIslands/哈羅德群島,Map Names
Highlands/高地,Map Names
KingGeorge/喬治國王,Map Names
LighthouseIslands/燈塔島,Map Names
Linburg/Linburg,Map Names
MartelloTower/圓形石堡,Map Names
Matanzas/馬坦薩斯要塞,Map Names
PalisadeArena/柵欄競技場,Map Names
RandomWaters/開放水域,Map Names
SacredArena/神聖的競技場,Map Names
SanMarcos/聖馬科斯,Map Names
Sharpton/夏普敦,Map Names
SnowyPlains/雪原1（l）,Map Names
SnowyPlainsII/雪原2（l）,Map Names
SnowyPlainsIII/雪原3（l）,Map Names
SnowyPlainsIV/雪原4（l）,Map Names
SnowyPlainsSmall/雪原（s）,Map Names
SnowyPlainsV/雪原5（l）,Map Names
SouthSeaCastle/南海城堡,Map Names
SpanishFarm/西班牙農場,Map Names
TestLevel/在測試中,Map Names
TestLevelII/在測試中,Map Names
TestLevelIII/在測試中,Map Names
TrainingGrounds/訓練場,Map Names
WatchtowerArena/瞭望塔競技場,Map Names
TestLevelIV/在測試中,Map Names
CustomMap/自定義地圖,Map Names
Keys/Chinese (Traditional),Capture Spawn Section Progress 
Capturing/正在佔領,Capture Spawn Section Progress 
Contested/爭奪中,Capture Spawn Section Progress 
The 0 are capturing 1/{0}正在佔領{1},Capture Spawn Section Progress 
The 0 have captured 1/{0}已佔領{1},Capture Spawn Section Progress 
Keys/Chinese (Traditional),Top Info Bar
Next wave in/下一波將出生於,Top Info Bar
Reinforcements/增援,Top Info Bar
Keys/Chinese (Traditional),Main Menu
Crews  Regiments/成員&軍團,Main Menu
Exit/離開,Main Menu
Language/語言,Main Menu
Play/開始遊戲,Main Menu
Settings/設定,Main Menu
Tournaments/錦標賽,Main Menu
Leaderboards/排行榜,Main Menu
MyPosition/我的位置,Main Menu
Rank/Rank,Main Menu
Global/全球,Main Menu
Class/類,Main Menu
Melee/亂鬥,Main Menu
Regiment/團,Main Menu
Crew/船員,Main Menu
Medals/獎牌,Main Menu
XP/經驗,Main Menu
Player/玩家,Main Menu
Score/分數,Main Menu
Keys/Chinese (Traditional),Round Players Control Panel
Are you sure you want to ban/你確定要封禁,Round Players Control Panel
Are you sure you want to chat mute/你確定要禁言,Round Players Control Panel
Are you sure you want to kick/你確定要踢出,Round Players Control Panel
Are you sure you want to kill/你確定要殺死,Round Players Control Panel
Are you sure you want to voip mute/你確定要靜音,Round Players Control Panel
Ban/封禁,Round Players Control Panel
ChatMute/發言,Round Players Control Panel
ID/ID,Round Players Control Panel
Kick/踢出,Round Players Control Panel
Kill/殺死,Round Players Control Panel
Message/私聊,Round Players Control Panel
Name/名稱,Round Players Control Panel
Reason/原因,Round Players Control Panel
Round Players/回合内玩家,Round Players Control Panel
VoipMute/語音,Round Players Control Panel
Keys/Chinese (Traditional),Round Objectives
Capture 0/佔領{0},Round Objectives
Capture and Defend objectives/佔領和捍衛目標,Round Objectives
Control more objectives to gather tickets/控制更多目標來收集票數,Round Objectives
DamageSplit/損害反射：{0}％,Round Objectives
Defend 0/防守{0},Round Objectives
Eliminate enemy crewmen/消滅敵方船員,Round Objectives
Eliminate enemy reinforcements/消滅敵人的增援,Round Objectives
Eliminate enemy troops/消滅敵軍,Round Objectives
Eliminate other players/消滅其他玩家,Round Objectives
FriendlyFireDisabled/友傷：無,Round Objectives
FriendlyFireEnabled/友傷：有,Round Objectives
Melee weapons only/只允許近戰武器,Round Objectives
Optional/可選的,Round Objectives
Single life/一條命,Round Objectives
Sink enemy ships/沉沒敵人的船隻,Round Objectives
Reinforce/加強,Round Objectives
Charge/衝鋒！,Round Objectives
FormLine/等待命令,Round Objectives
BreakRankAndFollow/打破等級和跟隨,Round Objectives
FireAtWill/隨意射擊！,Round Objectives
MakeReady/做好準備,Round Objectives
Fire/开火！,Round Objectives
CeaseFire/停火,Round Objectives
Officer_Orders/軍官的命令,Round Objectives
Keys/Chinese (Traditional),Spectating Panel
Spectating/旁觀中,Spectating Panel
Stop Spectating/停止旁觀,Spectating Panel
Keys/Chinese (Traditional),Chat Panel
Admin/管理,Chat Panel
Arty/附庸風雅,Chat Panel
Enter text/輸入文本…,Chat Panel
Musicians/樂手,Chat Panel
Officers/軍官,Chat Panel
Press/按,Chat Panel
Recruitment/招,Chat Panel
Riflemen/來福槍兵,Chat Panel
Round/所有,Chat Panel
Team/隊伍,Chat Panel
to chat/去聊天,Chat Panel
Keys/Chinese (Traditional),Game Tips
Tip/提示,Game Tips
TipAdminHelp/在Discord上請求官方服務器管理員的幫助。使用'report-a-player'頻道。按[{0}]鍵可在暫停菜單中找到Discord的鏈接。,Game Tips
TipDiscordCommunity/參加有組織的活動！加入社區Discord。按[{0}]鍵可在暫停菜單中找到Discord的鏈接。,Game Tips
TipAutoRun/按[{0}]鍵自動運行。,Game Tips
TipCameraMode/按[{0}]鍵來切換第1和第3人視圖。,Game Tips
TipCannonExplode/裝載的大砲在被毀時會爆炸。你最好小心點！,Game Tips
TipCaptainPoints/隊長為每一次成功擊中敵人船隻的射擊收集得分。,Game Tips
TipChainShot/利用鍊式射擊來摧毀一艘船。這項任務比圓擊更有效。,Game Tips
TipCombatMode/按{0}可切換近戰模式。將滑鼠滑向你想要的方向，然後按左鍵攻擊，或者右鍵去格擋。,Game Tips
TipMapBorders/你無法在七大洋上無休止地航行！邊框包含特定位置的參與。,Game Tips
TipMuteVoip/按{0}可屏蔽語音聊天中特定的玩家。,Game Tips
TipMuteChat/按[{0}]可通過聊天將特定個人靜音。,Game Tips
TipOrbitCamera/注意周圍環境！按住[{0}]鍵環顧四周。,Game Tips
TipRaiseSail/啟航！按[{0}]升高風帆，按[{1}]降低風速。,Game Tips
TipReticleDesign/通過“遊戲”設置自定義十字準線的外觀。,Game Tips
TipRecruitmentChat/可以通過“遊戲”設置切換招聘聊天頻道。,Game Tips
TipSwitchChannels/鍵入時按[{0}]鍵可在聊天頻道之間切換。,Game Tips
TipRiggingScout/通過爬到戰鬥頂部偵察敵人的船隻從更高的位置。尋找船舶索具旁邊的交互圖標。,Game Tips
TipSailWind/在風中航行時按數字鍵取下方形帆。它將提高船舶的機動性。,Game Tips
TipSailingDirection/隨風飄揚，收集戰術優勢。小地圖上箭頭的方向代表風的來源方向。,Game Tips
TipShipGuns/較大口徑的槍會造成更大的傷害並且射程更大。每艘船都配備了不同的武器庫。,Game Tips
TipShipStern/確保船的船尾不受傷害！如果銷毀將會造成重大損失。,Game Tips
TipSupportMusician/盛況和環境。通過在作為音樂家演奏時播放曲調，支持槍械準確性的等級和檔案。按[{0}]，然後按[{1}]。,Game Tips
TipSurgeonHealing/在玩外科醫生課時，按住[{0}]鍵可以治療其他玩家。你在治療其他球員時會得分。,Game Tips
TipVoipSpeak/按[{0}]通過VoIP與其他玩家通話。女士們，先生們，記得要尊重。,Game Tips
TipOfficerIssueOrder/堅定不移的人。通過按[{0}]鍵向步兵官類發出命令，以提供槍械準確度和近戰傷害加成的等級和檔案。,Game Tips
TipReceivedBuffs/在隊伍中盡職盡責。線路步兵，擲彈兵和守衛通過遵循軍官的命令獲得槍械準確性和近戰傷害獎勵。,Game Tips
TipSkirmish/不太熱衷於站在隊伍中？與步槍兵或輕型步兵課進行沖突並從遠處挑選目標。,Game Tips
TipSapperConstruct/通過工兵級強化戰略地位。按[{0}]裝備你的錘子並構建防禦。,Game Tips
TipArtillery/用火砲支持後方的戰鬥。 Cannoneer和rocketeer課程擅長摧毀強化的陣地。,Game Tips
TipFlagBearer/在戰場上游行你的派系的顏色。提高使用旗手級別時重新裝彈的速度。,Game Tips
TipWaveSpawn/在波浪中產卵。使用此作為組裝和組織的機會。,Game Tips
TipLimitedReinforcements/有限的增援！務必制定策略並進行協調。如果它們耗盡，你將無法再生成。,Game Tips
TipCapturePoints/控制和征服！在地圖周圍捍衛和捕捉目標以獲得勝利。捕獲的目標用作前向產卵位置。,Game Tips
TipStrategicCapture/一起玩！協調攻擊和製定戰略。除非您的團隊數量更多，否則無法捕獲目標。,Game Tips
